1208.7 bin19
1066.7 bin14
904.7 bin12
1147.7 bin19
144.7 bin2
1010.7 bin19
530.7 bin7
1121.7 bin19
660.7 bin1
872.7 bin7
194.7 bin1
105.7 bin2
1477.7 bin17
1076.7 bin12
286.7 bin1
1478.7 bin18
437.7 bin6
552.7 bin7
728.7 bin8
1036.7 bin3
881.7 bin19
1212.7 bin13
697.7 bin14
295.7 bin1
1008.7 bin15
338.7 bin3
914.7 bin8
238.7 bin1
1261.7 bin19
894.7 bin17
894.7 bin17
60.7 bin5
1271.7 bin14
97.7 bin4
1261.7 bin15
958.7 bin12
1257.7 bin19
293.7 bin7
405.7 bin9
1397.7 bin19
496.7 bin6
141.7 bin1
553.7 bin1
1397.7 bin11
61.7 bin1
1033.7 bin10
1134.7 bin9
849.7 bin19
199.7 bin1
223.7 bin3
73.7 bin1
768.7 bin14
1052.7 bin15
779.7 bin12
1300.7 bin19
232.7 bin1
461.7 bin12
1332.7 bin16
1165.7 bin6
1061.7 bin7
992.7 bin9
1275.7 bin19
39.7 bin1
104.7 bin2
1171.7 bin18
628.7 bin7
1455.7 bin19
1496.7 bin18
598.7 bin5
463.7 bin6
429.7 bin3
1343.7 bin17
1450.7 bin19
909.7 bin14
1155.7 bin14
116.7 bin1
565.7 bin9
979.7 bin19
1436.7 bin19
1142.7 bin14
175.7 bin1
286.7 bin1
101.7 bin1
355.7 bin1
244.7 bin4
663.7 bin9
923.7 bin8
428.7 bin14
1254.7 bin19
449.7 bin11
325.7 bin1
247.7 bin1
1169.7 bin19
101.7 bin1
1222.7 bin19
1051.7 bin17
239.7 bin11
1421.7 bin19
1229.7 bin7
600.7 bin5
1211.7 bin9
125.7 bin1
1043.7 bin13
811.7 bin6
1215.7 bin14
132.7 bin2
792.7 bin12
1063.7 bin14
844.7 bin16
169.7 bin1
995.7 bin15
133.7 bin9
321.7 bin12
1225.7 bin16
1043.7 bin12
1505.7 bin19
1026.7 bin13
1254.7 bin11
1485.7 bin19
570.7 bin5
563.7 bin6
1430.7 bin19
1437.7 bin19
1244.7 bin15
1309.7 bin11
1038.7 bin17
999.7 bin14
833.7 bin14
1345.7 bin17
630.7 bin13
103.7 bin2
550.7 bin4
49.7 bin1
167.7 bin2
871.7 bin7
1009.7 bin11
1208.7 bin6
1471.7 bin19
529.7 bin17
323.7 bin9
461.7 bin7
609.7 bin18
1140.7 bin8
863.7 bin11
1257.7 bin19
806.7 bin10
60.7 bin1
474.7 bin3
464.7 bin6
333.7 bin6
130.7 bin1
1451.7 bin19
1237.7 bin11
1191.7 bin18
253.7 bin8
438.7 bin3
429.7 bin10
705.7 bin9
1204.7 bin6
987.7 bin12
428.7 bin11
1256.7 bin19
1277.7 bin16
586.7 bin8
1349.7 bin15
1197.7 bin16
857.7 bin19
1205.7 bin12
51.7 bin4
852.7 bin13
1333.7 bin18
467.7 bin13
793.7 bin3
926.7 bin8
513.7 bin7
623.7 bin8
1327.7 bin17
1350.7 bin19
40.7 bin1
401.7 bin10
106.7 bin2
624.7 bin8
777.7 bin12
1429.7 bin19
522.7 bin8
